dasa logo
DASA and CSAB-Special 2025
NITs, IIEST, IIITs, SPAs, Other-GFTIs, and a few other Premier Technical Institutes

  Home
Opening and Closing Ranks
Special Round:
Institute Type:
Institute Name:
Academic Program:
Opening and closing ranks for New (Fresh Allottee) and Upgraded (Seat Upgraded) candidates in the First, Second, and Third rounds of Special Vacant and DASA Seat Filling Rounds.

Note :
1. All ranks are All India CRL Rank.
2. These ranks are based on following types of Candidates.
a) who reported online at PI (Secured admission) in JoSAA round 6 and upgraded the institute/program/category/quota/gender pool in CSAB Special Round.
b) who got fresh allotment in CSAB Special Round.


Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	14482	14482
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	13270	13449
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	24358	24358
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	484857	484857
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	20787	20787
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Data Science and Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	23472	23472
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	31686	32942
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	38551	38551
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	24397	24397
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	28790	29039
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	26815	26860
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	19503	19503
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	30332	30332
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	20451	20770
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	24167	24167
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	40957	40957
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	29556	29556
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	33504	33504
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	20828	21894
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	31837	31837
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Electronics and VLSI Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	24378	24378
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	75912	78310
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	73433	73433
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	100961	100961
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	157977	176977
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	49833	50476
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	72657	72657
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	53717	53717
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	82433	82433
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	58391	58443
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Industrial and Production Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	187154	188944
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	30186	30186
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	17168	17236
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Information Technology (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	17693	18383
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	41358	41358
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	52736	52736
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	29873	30004
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	34646	36449
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	235767	235767
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	25149	25149
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	25343	25343
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	17622	17635
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mathematics and Computing (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	30330	30330
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	52686	52686
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	64698	64698
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Female-only (including Supernumerary)	82645	82645
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	99424	99424
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	36313	36367
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	60734	60803
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	39245	39502
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	40068	41447
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	76130	76130
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	116072	126698
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	147714	159551
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Home State	EWS	Female-only (including Supernumerary)	142267	142267
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	219647	220552
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Home State	SC	Gender-Neutral	293251	293251
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	60293	61945
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	64749	64749
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	67821	69469
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	96038	96038
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	201830	201830
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Other State	SC	Female-only (including Supernumerary)	228142	228142
Dr. B R Ambedkar National Institute of Technology, Jalandhar	Textile Technology (4 Years, Bachelor of Technology)	Other State	ST	Female-only (including Supernumerary)	349299	349299
Malaviya National Institute of Technology Jaipur	Architecture (5 Years, Bachelor of Architecture)	All India	EWS	Gender-Neutral	1526	1526
Malaviya National Institute of Technology Jaipur	Architecture (5 Years, Bachelor of Architecture)	Home State	OBC-NCL	Gender-Neutral	7744	7744
Malaviya National Institute of Technology Jaipur	Architecture (5 Years, Bachelor of Architecture)	Home State	OBC-NCL	Female-only (including Supernumerary)	7989	7989
Malaviya National Institute of Technology Jaipur	Architecture (5 Years, Bachelor of Architecture)	Other State	OPEN	Gender-Neutral	991	996
Malaviya National Institute of Technology Jaipur	Architecture (5 Years, Bachelor of Architecture)	Other State	EWS	Gender-Neutral	5589	7396
Malaviya National Institute of Technology Jaipur	Architecture (5 Years, Bachelor of Architecture)	Other State	OBC-NCL	Gender-Neutral	2091	2255
Malaviya National Institute of Technology Jaipur	Architecture (5 Years, Bachelor of Architecture)	Other State	OBC-NCL	Female-only (including Supernumerary)	1568	1568
Malaviya National Institute of Technology Jaipur	Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	7921	7921
Malaviya National Institute of Technology Jaipur	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	28986	28986
Malaviya National Institute of Technology Jaipur	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	36202	36633
Malaviya National Institute of Technology Jaipur	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Female-only (including Supernumerary)	57867	57867
Malaviya National Institute of Technology Jaipur	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	28788	28916
Malaviya National Institute of Technology Jaipur	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	31879	31879
Malaviya National Institute of Technology Jaipur	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	226763	226763
Malaviya National Institute of Technology Jaipur	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	41387	41387
Malaviya National Institute of Technology Jaipur	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	32835	32835
Malaviya National Institute of Technology Jaipur	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Female-only (including Supernumerary)	60590	60590
Malaviya National Institute of Technology Jaipur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	63186	63186
Malaviya National Institute of Technology Jaipur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	44984	44984
Malaviya National Institute of Technology Jaipur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	63591	63591
Malaviya National Institute of Technology Jaipur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	43355	43355
Malaviya National Institute of Technology Jaipur	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	7144	7144
Malaviya National Institute of Technology Jaipur	Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	233197	233197
Malaviya National Institute of Technology Jaipur	Computer Science and Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)	DASA-Non CIWG	OPEN	Gender-Neutral	463786	494231
Malaviya National Institute of Technology Jaipur	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	22904	22904
Malaviya National Institute of Technology Jaipur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	17097	17464
Malaviya National Institute of Technology Jaipur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	19978	20213
Malaviya National Institute of Technology Jaipur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	90230	90230
Malaviya National Institute of Technology Jaipur	Electrical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	1060828	1060828
Malaviya National Institute of Technology Jaipur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	11260	11260
Malaviya National Institute of Technology Jaipur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	13169	13169
Malaviya National Institute of Technology Jaipur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	16126	16126
Malaviya National Institute of Technology Jaipur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	10601	10601
Malaviya National Institute of Technology Jaipur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	17094	17094
Malaviya National Institute of Technology Jaipur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	51829	51829
Malaviya National Institute of Technology Jaipur	Electronics and Communication Engineering for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	338394	338394
Malaviya National Institute of Technology Jaipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	22275	22275
Malaviya National Institute of Technology Jaipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	29817	29817
Malaviya National Institute of Technology Jaipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	24960	25543
Malaviya National Institute of Technology Jaipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	36908	36908
Malaviya National Institute of Technology Jaipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS (PwD)	Gender-Neutral	1241053	1241053
Malaviya National Institute of Technology Jaipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	31156	31251
Malaviya National Institute of Technology Jaipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	54636	54636
Malaviya National Institute of Technology Jaipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	108866	108866
Malaviya National Institute of Technology Jaipur	Mechanical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	549382	563932
Malaviya National Institute of Technology Jaipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	37028	38526
Malaviya National Institute of Technology Jaipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	41933	41933
Malaviya National Institute of Technology Jaipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	43762	45358
Malaviya National Institute of Technology Jaipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	38458	38458
Malaviya National Institute of Technology Jaipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	47421	47421
Malaviya National Institute of Technology Jaipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	68950	68950
Maulana Azad National Institute of Technology Bhopal	Architecture (5 Years, Bachelor of Architecture)	All India	ST	Gender-Neutral	5771	5771
Maulana Azad National Institute of Technology Bhopal	Architecture (5 Years, Bachelor of Architecture)	Home State	OPEN	Gender-Neutral	3883	3883
Maulana Azad National Institute of Technology Bhopal	Architecture (5 Years, Bachelor of Architecture)	Home State	OBC-NCL	Gender-Neutral	23913	28735
Maulana Azad National Institute of Technology Bhopal	Architecture (5 Years, Bachelor of Architecture)	Other State	OPEN	Gender-Neutral	1258	1284
Maulana Azad National Institute of Technology Bhopal	Architecture (5 Years, Bachelor of Architecture)	Other State	OPEN	Female-only (including Supernumerary)	962	962
Maulana Azad National Institute of Technology Bhopal	Architecture (5 Years, Bachelor of Architecture)	Other State	EWS	Gender-Neutral	8219	8219
Maulana Azad National Institute of Technology Bhopal	Architecture (5 Years, Bachelor of Architecture)	Other State	OBC-NCL	Gender-Neutral	2621	3045
Maulana Azad National Institute of Technology Bhopal	Architecture (5 Years, Bachelor of Architecture)	Other State	SC	Gender-Neutral	6553	6553
Maulana Azad National Institute of Technology Bhopal	Architecture (5 Years, Bachelor of Architecture)	Other State	ST	Gender-Neutral	11630	11630
Maulana Azad National Institute of Technology Bhopal	Architecture (5 Years, Bachelor of Architecture)	Other State	ST	Female-only (including Supernumerary)	6303	6303
Maulana Azad National Institute of Technology Bhopal	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	44849	45466
Maulana Azad National Institute of Technology Bhopal	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	46377	46377
Maulana Azad National Institute of Technology Bhopal	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	52813	52813
Maulana Azad National Institute of Technology Bhopal	Chemical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Female-only (including Supernumerary)	91932	91932
Maulana Azad National Institute of Technology Bhopal	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	37693	37693
Maulana Azad National Institute of Technology Bhopal	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	43396	43396
Maulana Azad National Institute of Technology Bhopal	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	44170	45591
Maulana Azad National Institute of Technology Bhopal	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	76140	77822
Maulana Azad National Institute of Technology Bhopal	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	51001	51350
Maulana Azad National Institute of Technology Bhopal	Civil Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	58342	65976
Maulana Azad National Institute of Technology Bhopal	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	57389	59146
Maulana Azad National Institute of Technology Bhopal	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	46547	47175
Maulana Azad National Institute of Technology Bhopal	Civil Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	50957	50957
Maulana Azad National Institute of Technology Bhopal	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	54164	54164
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology)	Home State	SC	Gender-Neutral	61682	61682
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	9222	10596
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	12823	12823
Maulana Azad National Institute of Technology Bhopal	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	13843	13843
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	25861	25861
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	27877	27877
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	SC	Gender-Neutral	122619	122619
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	23451	23517
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	36197	36197
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	27413	27413
Maulana Azad National Institute of Technology Bhopal	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	28168	28492
Maulana Azad National Institute of Technology Bhopal	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	18781	18781
